name,n_data_list
BMS_k3_n100_m429_321.cnf.xz, 1
CBS_k3_n100_m403_b30_110.cnf.xz, 1
CBS_k3_n100_m449_b50_834.cnf.xz, 1
CBS_k3_n100_m411_b30_325.cnf.xz, 1
CBS_k3_n100_m403_b70_74.cnf.xz, 1
CBS_k3_n100_m423_b50_488.cnf.xz, 1
3_116_487.cnf.xz, 1
CBS_k3_n100_m429_b10_582.cnf.xz, 1
CBS_k3_n100_m429_b30_350.cnf.xz, 1
CBS_k3_n100_m429_b10_339.cnf.xz, 1
CliqueFormula_50_6_3.cnf.xz, 1
3_193_810.cnf.xz, 1
CBS_k3_n100_m449_b70_514.cnf.xz, 1
CBS_k3_n100_m429_b90_69.cnf.xz, 1
CBS_k3_n100_m423_b90_229.cnf.xz, 1
CBS_k3_n100_m423_b10_426.cnf.xz, 1
CBS_k3_n100_m449_b50_236.cnf.xz, 1
CliqueFormula_23_4_5.cnf.xz, 1
CBS_k3_n100_m441_b90_890.cnf.xz, 1
CBS_k3_n100_m435_b70_937.cnf.xz, 1
CBS_k3_n100_m411_b10_2.cnf.xz, 1
CBS_k3_n100_m435_b10_848.cnf.xz, 1
CBS_k3_n100_m449_b50_121.cnf.xz, 1
CBS_k3_n100_m423_b50_119.cnf.xz, 1
CBS_k3_n100_m441_b30_858.cnf.xz, 1
CBS_k3_n100_m411_b90_730.cnf.xz, 1
CBS_k3_n100_m411_b30_466.cnf.xz, 1
or-50-5-7-UC-10.cnf.bz2, 0
CBS_k3_n100_m435_b70_811.cnf.xz, 1
CBS_k3_n100_m435_b90_259.cnf.xz, 1
CBS_k3_n100_m449_b50_982.cnf.xz, 1
CBS_k3_n100_m423_b50_176.cnf.xz, 1
CBS_k3_n100_m423_b90_273.cnf.xz, 1
CBS_k3_n100_m418_b30_461.cnf.xz, 1
CBS_k3_n100_m449_b90_893.cnf.xz, 1
CBS_k3_n100_m411_b30_853.cnf.xz, 1
CBS_k3_n100_m441_b50_160.cnf.xz, 1
BMS_k3_n100_m429_52.cnf.xz, 1
CBS_k3_n100_m403_b70_661.cnf.xz, 1
RTI_k3_n100_m429_314.cnf.xz, 1
CBS_k3_n100_m418_b50_666.cnf.xz, 1
CBS_k3_n100_m435_b10_392.cnf.xz, 1
CBS_k3_n100_m411_b30_491.cnf.xz, 1
CBS_k3_n100_m418_b90_965.cnf.xz, 1
CBS_k3_n100_m449_b50_580.cnf.xz, 1
BMS_k3_n100_m429_436.cnf.xz, 1
CBS_k3_n100_m418_b10_52.cnf.xz, 1
CBS_k3_n100_m449_b70_147.cnf.xz, 1
CBS_k3_n100_m423_b30_251.cnf.xz, 1
CBS_k3_n100_m411_b90_154.cnf.xz, 1
or-70-5-5-UC-30.cnf.bz2, 0
CBS_k3_n100_m423_b50_325.cnf.xz, 1
CBS_k3_n100_m403_b90_513.cnf.xz, 1
CBS_k3_n100_m403_b50_598.cnf.xz, 1
CBS_k3_n100_m435_b50_303.cnf.xz, 1
CBS_k3_n100_m403_b90_111.cnf.xz, 1
CBS_k3_n100_m403_b50_932.cnf.xz, 1
CBS_k3_n100_m449_b10_561.cnf.xz, 1
or-50-20-7-UC-10.cnf.b+e.gz, 0
CBS_k3_n100_m435_b10_16.cnf.xz, 1
CBS_k3_n100_m423_b90_171.cnf.xz, 1
CBS_k3_n100_m403_b90_49.cnf.xz, 1
CliqueFormula_20_5_6.cnf.xz, 1
CBS_k3_n100_m435_b90_384.cnf.xz, 1
CBS_k3_n100_m411_b10_674.cnf.xz, 1
CBS_k3_n100_m449_b10_112.cnf.xz, 1
CBS_k3_n100_m441_b10_697.cnf.xz, 1
CBS_k3_n100_m429_b30_255.cnf.xz, 1
4_108_1020.cnf.xz, 1
CBS_k3_n100_m418_b70_989.cnf.xz, 1
CBS_k3_n100_m411_b90_451.cnf.xz, 1
CBS_k3_n100_m403_b30_367.cnf.xz, 1
CBS_k3_n100_m423_b10_732.cnf.xz, 1
CBS_k3_n100_m429_b90_469.cnf.xz, 1
CBS_k3_n100_m449_b10_247.cnf.xz, 1
CBS_k3_n100_m441_b90_350.cnf.xz, 1
CBS_k3_n100_m418_b50_969.cnf.xz, 1
BMS_k3_n100_m429_320.cnf.xz, 1
CBS_k3_n100_m441_b90_497.cnf.xz, 1
CliqueFormula_22_7_6.cnf.xz, 1
CBS_k3_n100_m403_b50_462.cnf.xz, 1
CBS_k3_n100_m418_b10_145.cnf.xz, 1
CBS_k3_n100_m411_b70_43.cnf.xz, 1
CBS_k3_n100_m403_b50_525.cnf.xz, 1
CBS_k3_n100_m423_b70_224.cnf.xz, 1
CBS_k3_n100_m449_b10_684.cnf.xz, 1
CBS_k3_n100_m411_b70_342.cnf.xz, 1
CBS_k3_n100_m403_b30_35.cnf.xz, 1
CBS_k3_n100_m418_b30_37.cnf.xz, 1
CBS_k3_n100_m435_b90_47.cnf.xz, 1
CBS_k3_n100_m449_b90_339.cnf.xz, 1
CBS_k3_n100_m449_b90_448.cnf.xz, 1
CBS_k3_n100_m418_b90_58.cnf.xz, 1
CBS_k3_n100_m441_b70_31.cnf.xz, 1
3_199_875.cnf.xz, 1
CBS_k3_n100_m429_b30_61.cnf.xz, 1
CBS_k3_n100_m429_b30_458.cnf.xz, 1
CBS_k3_n100_m441_b90_615.cnf.xz, 1
CBS_k3_n100_m423_b90_987.cnf.xz, 1
CBS_k3_n100_m435_b90_225.cnf.xz, 1
CBS_k3_n100_m411_b10_832.cnf.xz, 1
CBS_k3_n100_m435_b10_753.cnf.xz, 1
CliqueFormula_47_7_3.cnf.xz, 1
CBS_k3_n100_m435_b90_481.cnf.xz, 1
CBS_k3_n100_m429_b50_681.cnf.xz, 1
or-70-20-9-UC-40.cnf.bz2, 0
CBS_k3_n100_m403_b10_857.cnf.xz, 1
CBS_k3_n100_m435_b10_703.cnf.xz, 1
CBS_k3_n100_m418_b30_280.cnf.xz, 1
CBS_k3_n100_m418_b90_712.cnf.xz, 1
CBS_k3_n100_m441_b90_85.cnf.xz, 1
CBS_k3_n100_m441_b70_40.cnf.xz, 1
CBS_k3_n100_m411_b10_375.cnf.xz, 1
RTI_k3_n100_m429_22.cnf.xz, 1
CBS_k3_n100_m441_b70_15.cnf.xz, 1
CBS_k3_n100_m429_b10_572.cnf.xz, 1
CBS_k3_n100_m411_b90_143.cnf.xz, 1
CBS_k3_n100_m449_b30_859.cnf.xz, 1
CBS_k3_n100_m418_b90_638.cnf.xz, 1
3_158_647.cnf.xz, 1
CBS_k3_n100_m411_b10_169.cnf.xz, 1
CliqueFormula_20_10_8.cnf.xz, 1
CBS_k3_n100_m423_b90_958.cnf.xz, 1
CBS_k3_n100_m411_b70_763.cnf.xz, 1
CBS_k3_n100_m403_b10_210.cnf.xz, 1
CBS_k3_n100_m411_b30_781.cnf.xz, 1
CliqueFormula_26_8_3.cnf.xz, 1
CBS_k3_n100_m429_b30_961.cnf.xz, 1
CBS_k3_n100_m429_b30_788.cnf.xz, 1
CBS_k3_n100_m403_b30_282.cnf.xz, 1
CBS_k3_n100_m411_b50_794.cnf.xz, 1
CBS_k3_n100_m411_b10_853.cnf.xz, 1
CBS_k3_n100_m449_b50_632.cnf.xz, 1
3_216_896.cnf.xz, 1
CBS_k3_n100_m435_b70_928.cnf.xz, 1
CBS_k3_n100_m411_b30_203.cnf.xz, 1
CBS_k3_n100_m423_b30_732.cnf.xz, 1
CBS_k3_n100_m423_b30_341.cnf.xz, 1
CBS_k3_n100_m449_b50_754.cnf.xz, 1
CBS_k3_n100_m449_b10_695.cnf.xz, 1
CBS_k3_n100_m403_b90_784.cnf.xz, 1
CBS_k3_n100_m411_b10_667.cnf.xz, 1
CBS_k3_n100_m411_b70_94.cnf.xz, 1
CBS_k3_n100_m411_b30_353.cnf.xz, 1
CBS_k3_n100_m411_b50_696.cnf.xz, 1
CBS_k3_n100_m403_b50_813.cnf.xz, 1
CBS_k3_n100_m441_b90_558.cnf.xz, 1
CBS_k3_n100_m435_b70_752.cnf.xz, 1
CBS_k3_n100_m423_b90_86.cnf.xz, 1
CBS_k3_n100_m403_b30_518.cnf.xz, 1
CBS_k3_n100_m429_b90_452.cnf.xz, 1
CBS_k3_n100_m418_b50_970.cnf.xz, 1
CBS_k3_n100_m411_b50_246.cnf.xz, 1
3_140_587.cnf.xz, 1
CBS_k3_n100_m441_b70_536.cnf.xz, 1
CBS_k3_n100_m403_b10_561.cnf.xz, 1
CBS_k3_n100_m435_b90_921.cnf.xz, 1
CBS_k3_n100_m435_b10_81.cnf.xz, 1
CBS_k3_n100_m429_b50_574.cnf.xz, 1
CBS_k3_n100_m411_b30_160.cnf.xz, 1
CBS_k3_n100_m441_b50_348.cnf.xz, 1
CBS_k3_n100_m423_b50_189.cnf.xz, 1
CBS_k3_n100_m435_b90_293.cnf.xz, 1
CBS_k3_n100_m429_b90_466.cnf.xz, 1
CBS_k3_n100_m449_b90_18.cnf.xz, 1
CBS_k3_n100_m449_b70_795.cnf.xz, 1
CBS_k3_n100_m403_b50_218.cnf.xz, 1
CBS_k3_n100_m403_b70_443.cnf.xz, 1
CBS_k3_n100_m403_b90_451.cnf.xz, 1
5_50_1000.cnf.xz, 1
RTI_k3_n100_m429_97.cnf.xz, 1
CBS_k3_n100_m418_b90_947.cnf.xz, 1
CBS_k3_n100_m441_b70_214.cnf.xz, 1
CBS_k3_n100_m423_b10_847.cnf.xz, 1
CBS_k3_n100_m403_b10_968.cnf.xz, 1
3_223_958.cnf.xz, 1
CBS_k3_n100_m403_b70_837.cnf.xz, 1
CBS_k3_n100_m418_b10_816.cnf.xz, 1
CBS_k3_n100_m423_b10_874.cnf.xz, 1
3_250_1074.cnf.xz, 1
CBS_k3_n100_m418_b50_358.cnf.xz, 1
CBS_k3_n100_m418_b30_927.cnf.xz, 1
CBS_k3_n100_m435_b50_714.cnf.xz, 1
CBS_k3_n100_m423_b30_393.cnf.xz, 1
CBS_k3_n100_m418_b50_780.cnf.xz, 1
CBS_k3_n100_m449_b70_831.cnf.xz, 1
CBS_k3_n100_m449_b50_69.cnf.xz, 1
CBS_k3_n100_m429_b10_343.cnf.xz, 1
CBS_k3_n100_m429_b50_897.cnf.xz, 1
or-100-20-4-UC-30.cnf.bz2, 0
CBS_k3_n100_m435_b70_674.cnf.xz, 1
CBS_k3_n100_m411_b50_413.cnf.xz, 1
CBS_k3_n100_m411_b10_482.cnf.xz, 1
CBS_k3_n100_m418_b30_791.cnf.xz, 1
CBS_k3_n100_m403_b10_182.cnf.xz, 1
CBS_k3_n100_m411_b10_726.cnf.xz, 1
BMS_k3_n100_m429_492.cnf.xz, 1
RTI_k3_n100_m429_220.cnf.xz, 1
s1238a_7_4.cnf.bz2, 0
3_116_504.cnf.xz, 1
CBS_k3_n100_m418_b50_548.cnf.xz, 1
CBS_k3_n100_m429_b50_214.cnf.xz, 1
CBS_k3_n100_m441_b50_658.cnf.xz, 1
CBS_k3_n100_m423_b70_745.cnf.xz, 1
CBS_k3_n100_m418_b50_730.cnf.xz, 1
CBS_k3_n100_m435_b70_755.cnf.xz, 1
CBS_k3_n100_m418_b70_216.cnf.xz, 1
CBS_k3_n100_m423_b50_471.cnf.xz, 1
CBS_k3_n100_m403_b70_959.cnf.xz, 1
CBS_k3_n100_m449_b50_892.cnf.xz, 1
CBS_k3_n100_m403_b90_653.cnf.xz, 1
CBS_k3_n100_m435_b70_510.cnf.xz, 1
CBS_k3_n100_m418_b50_7.cnf.xz, 1
CBS_k3_n100_m418_b50_18.cnf.xz, 1
CBS_k3_n100_m411_b50_299.cnf.xz, 1
or-100-20-10-UC-20.cnf.bz2, 0
CBS_k3_n100_m423_b30_407.cnf.xz, 1
BMS_k3_n100_m429_51.cnf.xz, 1
CBS_k3_n100_m403_b30_325.cnf.xz, 1
CBS_k3_n100_m435_b90_621.cnf.xz, 1
CBS_k3_n100_m411_b50_327.cnf.xz, 1
CBS_k3_n100_m403_b90_160.cnf.xz, 1
CBS_k3_n100_m403_b10_651.cnf.xz, 1
CBS_k3_n100_m403_b90_862.cnf.xz, 1
CBS_k3_n100_m403_b90_753.cnf.xz, 1
CBS_k3_n100_m441_b30_249.cnf.xz, 1
CBS_k3_n100_m403_b50_469.cnf.xz, 1
CBS_k3_n100_m449_b10_888.cnf.xz, 1
4_89_836.cnf.xz, 1
CBS_k3_n100_m403_b30_323.cnf.xz, 1
CBS_k3_n100_m423_b50_214.cnf.xz, 1
CBS_k3_n100_m435_b30_540.cnf.xz, 1
s27_15_7.cnf-1.gz, 1
CBS_k3_n100_m429_b50_812.cnf.xz, 1
CBS_k3_n100_m411_b50_990.cnf.xz, 1
CBS_k3_n100_m411_b70_613.cnf.xz, 1
CBS_k3_n100_m449_b50_733.cnf.xz, 1
CBS_k3_n100_m418_b10_281.cnf.xz, 1
CBS_k3_n100_m418_b50_613.cnf.xz, 1
CBS_k3_n100_m435_b90_813.cnf.xz, 1
CBS_k3_n100_m441_b50_782.cnf.xz, 1
CBS_k3_n100_m418_b50_698.cnf.xz, 1
CBS_k3_n100_m449_b30_265.cnf.xz, 1
CBS_k3_n100_m418_b50_526.cnf.xz, 1
CBS_k3_n100_m403_b30_966.cnf.xz, 1
CBS_k3_n100_m441_b50_713.cnf.xz, 1
CBS_k3_n100_m435_b10_426.cnf.xz, 1
CBS_k3_n100_m441_b30_5.cnf.xz, 1
CBS_k3_n100_m441_b90_528.cnf.xz, 1
CBS_k3_n100_m403_b10_628.cnf.xz, 1
CBS_k3_n100_m435_b50_784.cnf.xz, 1
CBS_k3_n100_m441_b10_842.cnf.xz, 1
CBS_k3_n100_m441_b30_867.cnf.xz, 1
CBS_k3_n100_m411_b50_654.cnf.xz, 1
tcas_0006.mcc2020_cnf.b+e.bz2, 0
CBS_k3_n100_m403_b70_549.cnf.xz, 1
CBS_k3_n100_m441_b90_646.cnf.xz, 1
CBS_k3_n100_m411_b70_119.cnf.xz, 1
CBS_k3_n100_m449_b70_27.cnf.xz, 1
BMS_k3_n100_m429_489.cnf.xz, 1
CBS_k3_n100_m411_b10_655.cnf.xz, 1
CBS_k3_n100_m435_b10_796.cnf.xz, 1
CBS_k3_n100_m411_b10_830.cnf.xz, 1
CBS_k3_n100_m441_b90_983.cnf.xz, 1
CBS_k3_n100_m418_b50_198.cnf.xz, 1
or-70-5-7.cnf.b+e.gz, 0
CBS_k3_n100_m449_b10_503.cnf.xz, 1
CBS_k3_n100_m411_b70_32.cnf.xz, 1
CBS_k3_n100_m435_b10_773.cnf.xz, 1
CBS_k3_n100_m423_b90_765.cnf.xz, 1
CBS_k3_n100_m435_b90_675.cnf.xz, 1
CBS_k3_n100_m449_b10_601.cnf.xz, 1
CBS_k3_n100_m449_b90_878.cnf.xz, 1
CBS_k3_n100_m429_b90_816.cnf.xz, 1
CBS_k3_n100_m435_b70_529.cnf.xz, 1
4_51_471.cnf.xz, 1
CBS_k3_n100_m441_b30_648.cnf.xz, 1
CBS_k3_n100_m423_b50_143.cnf.xz, 1
CBS_k3_n100_m435_b50_272.cnf.xz, 1
CBS_k3_n100_m423_b10_516.cnf.xz, 1
CBS_k3_n100_m423_b10_11.cnf.xz, 1
RTI_k3_n100_m429_407.cnf.xz, 1
4_63_623.cnf.xz, 1
CBS_k3_n100_m403_b70_922.cnf.xz, 1
BMS_k3_n100_m429_398.cnf.xz, 1
CBS_k3_n100_m423_b90_252.cnf.xz, 1
CBS_k3_n100_m441_b30_327.cnf.xz, 1
CBS_k3_n100_m441_b30_694.cnf.xz, 1
CBS_k3_n100_m441_b30_961.cnf.xz, 1
CBS_k3_n100_m403_b50_406.cnf.xz, 1
CBS_k3_n100_m403_b10_866.cnf.xz, 1
CBS_k3_n100_m403_b90_295.cnf.xz, 1
CBS_k3_n100_m435_b50_302.cnf.xz, 1
CBS_k3_n100_m403_b50_648.cnf.xz, 1
CBS_k3_n100_m449_b90_337.cnf.xz, 1
CBS_k3_n100_m423_b70_96.cnf.xz, 1
CBS_k3_n100_m435_b90_902.cnf.xz, 1
CBS_k3_n100_m411_b30_312.cnf.xz, 1
CBS_k3_n100_m423_b90_752.cnf.xz, 1
CBS_k3_n100_m435_b10_295.cnf.xz, 1
CBS_k3_n100_m423_b90_31.cnf.xz, 1
CBS_k3_n100_m441_b90_450.cnf.xz, 1
CBS_k3_n100_m449_b70_669.cnf.xz, 1
CBS_k3_n100_m403_b90_320.cnf.xz, 1
CBS_k3_n100_m441_b50_948.cnf.xz, 1
CBS_k3_n100_m418_b90_126.cnf.xz, 1
CBS_k3_n100_m441_b30_62.cnf.xz, 1
CBS_k3_n100_m429_b90_611.cnf.xz, 1
CBS_k3_n100_m449_b70_815.cnf.xz, 1
CBS_k3_n100_m423_b30_185.cnf.xz, 1
CBS_k3_n100_m449_b90_235.cnf.xz, 1
CBS_k3_n100_m441_b90_664.cnf.xz, 1
CBS_k3_n100_m411_b50_574.cnf.xz, 1
CBS_k3_n100_m449_b10_547.cnf.xz, 1
CBS_k3_n100_m429_b90_425.cnf.xz, 1
CBS_k3_n100_m441_b10_755.cnf.xz, 1
CBS_k3_n100_m403_b10_464.cnf.xz, 1
3_137_541.cnf.xz, 1
CBS_k3_n100_m411_b90_270.cnf.xz, 1
CBS_k3_n100_m449_b50_378.cnf.xz, 1
CBS_k3_n100_m429_b90_990.cnf.xz, 1
CBS_k3_n100_m423_b70_101.cnf.xz, 1
CBS_k3_n100_m441_b10_148.cnf.xz, 1
CBS_k3_n100_m403_b30_193.cnf.xz, 1
RTI_k3_n100_m429_488.cnf.xz, 1
4_50_487.cnf.xz, 1
CBS_k3_n100_m418_b70_409.cnf.xz, 1
90-46-1-q.cnf.b+e.gz, 0
CBS_k3_n100_m418_b70_55.cnf.xz, 1
CBS_k3_n100_m418_b30_559.cnf.xz, 1
CBS_k3_n100_m441_b90_397.cnf.xz, 1
3_140_559.cnf.xz, 1
CBS_k3_n100_m403_b10_315.cnf.xz, 1
CBS_k3_n100_m441_b90_244.cnf.xz, 1
CBS_k3_n100_m435_b90_726.cnf.xz, 1
CBS_k3_n100_m418_b70_515.cnf.xz, 1
CBS_k3_n100_m429_b90_167.cnf.xz, 1
CBS_k3_n100_m423_b90_334.cnf.xz, 1
CBS_k3_n100_m435_b90_109.cnf.xz, 1
FunctionalSynthesis_2QBF_stmt21_178_258.mcc2020_cnf.b+e.bz2, 0
CBS_k3_n100_m423_b70_801.cnf.xz, 1
CBS_k3_n100_m403_b50_271.cnf.xz, 1
CBS_k3_n100_m435_b30_366.cnf.xz, 1
4_77_719.cnf.xz, 1
CBS_k3_n100_m411_b90_653.cnf.xz, 1
CBS_k3_n100_m411_b50_759.cnf.xz, 1
CBS_k3_n100_m423_b90_87.cnf.xz, 1
CBS_k3_n100_m411_b50_102.cnf.xz, 1
CBS_k3_n100_m423_b30_385.cnf.xz, 1
CBS_k3_n100_m435_b70_796.cnf.xz, 1
4_62_564.cnf.xz, 1
CBS_k3_n100_m411_b50_17.cnf.xz, 1
CBS_k3_n100_m435_b30_718.cnf.xz, 1
CBS_k3_n100_m441_b10_10.cnf.xz, 1
CBS_k3_n100_m411_b50_591.cnf.xz, 1
CBS_k3_n100_m441_b90_857.cnf.xz, 1
CBS_k3_n100_m435_b70_675.cnf.xz, 1
CBS_k3_n100_m423_b10_975.cnf.xz, 1
BinaryCliqueFormula_20_4_3.cnf.xz, 1
CBS_k3_n100_m435_b30_788.cnf.xz, 1
CBS_k3_n100_m423_b50_9.cnf.xz, 1
CBS_k3_n100_m418_b10_500.cnf.xz, 1
CBS_k3_n100_m449_b10_370.cnf.xz, 1
CBS_k3_n100_m423_b10_761.cnf.xz, 1
CBS_k3_n100_m435_b50_410.cnf.xz, 1
CBS_k3_n100_m403_b30_357.cnf.xz, 1
3_106_450.cnf.xz, 1
CBS_k3_n100_m403_b50_464.cnf.xz, 1
CBS_k3_n100_m429_b30_256.cnf.xz, 1
CBS_k3_n100_m403_b70_885.cnf.xz, 1
CBS_k3_n100_m418_b30_566.cnf.xz, 1
75-20-3-q.cnf.bz2, 0
CBS_k3_n100_m429_b50_735.cnf.xz, 1
CBS_k3_n100_m435_b50_6.cnf.xz, 1
CBS_k3_n100_m418_b30_738.cnf.xz, 1
tcas_0007.mcc2020_cnf.pmc.bz2, 0
CBS_k3_n100_m411_b50_278.cnf.xz, 1
CBS_k3_n100_m403_b70_236.cnf.xz, 1
CBS_k3_n100_m449_b30_584.cnf.xz, 1
4_104_988.cnf.xz, 1
CBS_k3_n100_m441_b30_956.cnf.xz, 1
CBS_k3_n100_m429_b50_707.cnf.xz, 1
CBS_k3_n100_m449_b50_833.cnf.xz, 1
CBS_k3_n100_m429_b10_452.cnf.xz, 1
CBS_k3_n100_m403_b30_747.cnf.xz, 1
CBS_k3_n100_m435_b50_404.cnf.xz, 1
CBS_k3_n100_m429_b50_699.cnf.xz, 1
CBS_k3_n100_m449_b10_150.cnf.xz, 1
CBS_k3_n100_m441_b30_60.cnf.xz, 1
CBS_k3_n100_m435_b10_352.cnf.xz, 1
RTI_k3_n100_m429_68.cnf.xz, 1
CBS_k3_n100_m418_b90_650.cnf.xz, 1
CBS_k3_n100_m411_b90_484.cnf.xz, 1
or-100-20-3-UC-50.cnf.b+e.gz, 0
CBS_k3_n100_m435_b10_695.cnf.xz, 1
CBS_k3_n100_m449_b30_962.cnf.xz, 1
CBS_k3_n100_m429_b50_172.cnf.xz, 1
CBS_k3_n100_m423_b50_698.cnf.xz, 1
4_100_945.cnf.xz, 1
CBS_k3_n100_m435_b10_513.cnf.xz, 1
4_54_529.cnf.xz, 1
CBS_k3_n100_m435_b50_168.cnf.xz, 1
CBS_k3_n100_m423_b50_277.cnf.xz, 1
CBS_k3_n100_m411_b30_432.cnf.xz, 1
CBS_k3_n100_m418_b10_797.cnf.xz, 1
CBS_k3_n100_m449_b10_238.cnf.xz, 1
CBS_k3_n100_m435_b70_292.cnf.xz, 1
or-70-20-6-UC-30.cnf.b+e.gz, 0
CBS_k3_n100_m403_b50_384.cnf.xz, 1
CBS_k3_n100_m441_b90_604.cnf.xz, 1
CBS_k3_n100_m423_b10_581.cnf.xz, 1
CBS_k3_n100_m418_b50_843.cnf.xz, 1
CliqueFormula_22_8_3.cnf.xz, 1
CBS_k3_n100_m429_b50_47.cnf.xz, 1
CBS_k3_n100_m418_b90_878.cnf.xz, 1
CBS_k3_n100_m449_b10_925.cnf.xz, 1
CBS_k3_n100_m441_b50_283.cnf.xz, 1
CBS_k3_n100_m403_b30_605.cnf.xz, 1
CBS_k3_n100_m418_b10_113.cnf.xz, 1
CBS_k3_n100_m411_b70_400.cnf.xz, 1
CBS_k3_n100_m429_b10_855.cnf.xz, 1
CBS_k3_n100_m418_b90_166.cnf.xz, 1
CBS_k3_n100_m449_b30_698.cnf.xz, 1
CBS_k3_n100_m423_b90_624.cnf.xz, 1
CBS_k3_n100_m435_b30_687.cnf.xz, 1
CBS_k3_n100_m423_b70_786.cnf.xz, 1
CBS_k3_n100_m403_b90_168.cnf.xz, 1
CBS_k3_n100_m423_b70_880.cnf.xz, 1
CBS_k3_n100_m423_b50_38.cnf.xz, 1
BMS_k3_n100_m429_463.cnf.xz, 1
CBS_k3_n100_m403_b90_146.cnf.xz, 1
CBS_k3_n100_m441_b10_74.cnf.xz, 1
CBS_k3_n100_m449_b30_874.cnf.xz, 1
CBS_k3_n100_m418_b90_198.cnf.xz, 1
CBS_k3_n100_m403_b30_394.cnf.xz, 1
CBS_k3_n100_m449_b70_657.cnf.xz, 1
CBS_k3_n100_m403_b30_920.cnf.xz, 1
CBS_k3_n100_m435_b90_75.cnf.xz, 1
CBS_k3_n100_m435_b50_164.cnf.xz, 1
CBS_k3_n100_m423_b70_514.cnf.xz, 1
CBS_k3_n100_m411_b50_63.cnf.xz, 1
CBS_k3_n100_m411_b50_577.cnf.xz, 1
CBS_k3_n100_m449_b10_94.cnf.xz, 1
CBS_k3_n100_m418_b30_563.cnf.xz, 1
CBS_k3_n100_m403_b90_867.cnf.xz, 1
CBS_k3_n100_m403_b90_473.cnf.xz, 1
CBS_k3_n100_m449_b90_171.cnf.xz, 1
vlsat_18_49.mcc2020_cnf.bz2, 1
CBS_k3_n100_m403_b90_453.cnf.xz, 1
90-30-7-q.cnf.bz2, 0
CBS_k3_n100_m411_b50_232.cnf.xz, 1
CBS_k3_n100_m423_b50_437.cnf.xz, 1
BMS_k3_n100_m429_280.cnf.xz, 1
CBS_k3_n100_m449_b30_387.cnf.xz, 1
CBS_k3_n100_m441_b70_679.cnf.xz, 1
CBS_k3_n100_m423_b70_242.cnf.xz, 1
CBS_k3_n100_m418_b30_16.cnf.xz, 1
CBS_k3_n100_m418_b50_283.cnf.xz, 1
CBS_k3_n100_m403_b90_829.cnf.xz, 1
CBS_k3_n100_m429_b10_237.cnf.xz, 1
CBS_k3_n100_m411_b70_392.cnf.xz, 1
4_98_931.cnf.xz, 1
CBS_k3_n100_m418_b70_621.cnf.xz, 1
CBS_k3_n100_m441_b50_460.cnf.xz, 1
CBS_k3_n100_m449_b10_386.cnf.xz, 1
CBS_k3_n100_m418_b50_419.cnf.xz, 1
CBS_k3_n100_m441_b50_660.cnf.xz, 1
CBS_k3_n100_m441_b70_41.cnf.xz, 1
CBS_k3_n100_m418_b10_304.cnf.xz, 1
CBS_k3_n100_m418_b10_143.cnf.xz, 1
CBS_k3_n100_m423_b50_135.cnf.xz, 1
CBS_k3_n100_m429_b90_475.cnf.xz, 1
s382_15_7.cnf.bz2, 0
5_51_1035.cnf.xz, 1
CBS_k3_n100_m449_b90_620.cnf.xz, 1
CBS_k3_n100_m403_b30_141.cnf.xz, 1
mc2022_track3_044.cnf.xz, 0
CBS_k3_n100_m449_b10_668.cnf.xz, 1
CBS_k3_n100_m418_b70_429.cnf.xz, 1
http_parser_0249.mcc2020_cnf.pmc.bz2, 0
CBS_k3_n100_m449_b90_997.cnf.xz, 1
CBS_k3_n100_m435_b30_314.cnf.xz, 1
CBS_k3_n100_m403_b10_71.cnf.xz, 1
CBS_k3_n100_m435_b70_246.cnf.xz, 1
CBS_k3_n100_m449_b70_472.cnf.xz, 1
CBS_k3_n100_m449_b70_206.cnf.xz, 1
CBS_k3_n100_m435_b70_549.cnf.xz, 1
CBS_k3_n100_m411_b50_273.cnf.xz, 1
CBS_k3_n100_m418_b50_834.cnf.xz, 1
CBS_k3_n100_m423_b70_366.cnf.xz, 1
CBS_k3_n100_m411_b70_307.cnf.xz, 1
90-16-4-q.cnf.bz2, 0
CBS_k3_n100_m418_b90_323.cnf.xz, 1
CBS_k3_n100_m411_b70_406.cnf.xz, 1
CBS_k3_n100_m423_b30_571.cnf.xz, 1
CBS_k3_n100_m429_b90_357.cnf.xz, 1
CBS_k3_n100_m429_b90_21.cnf.xz, 1
CBS_k3_n100_m411_b50_203.cnf.xz, 1
CBS_k3_n100_m411_b90_954.cnf.xz, 1
CBS_k3_n100_m411_b10_258.cnf.xz, 1
CBS_k3_n100_m441_b30_67.cnf.xz, 1
CBS_k3_n100_m435_b90_619.cnf.xz, 1
CBS_k3_n100_m418_b70_435.cnf.xz, 1
CBS_k3_n100_m449_b90_416.cnf.xz, 1
CBS_k3_n100_m423_b10_953.cnf.xz, 1
CBS_k3_n100_m449_b90_173.cnf.xz, 1
CBS_k3_n100_m441_b30_443.cnf.xz, 1
CBS_k3_n100_m441_b10_847.cnf.xz, 1
CBS_k3_n100_m449_b30_892.cnf.xz, 1
CBS_k3_n100_m429_b10_407.cnf.xz, 1
CBS_k3_n100_m411_b50_761.cnf.xz, 1
CBS_k3_n100_m411_b10_883.cnf.xz, 1
5_50_965.cnf.xz, 1
3_251_1029.cnf.xz, 1
CBS_k3_n100_m449_b70_202.cnf.xz, 1
50-10-1-q.cnf.bz2, 0
CBS_k3_n100_m418_b30_448.cnf.xz, 1
